time,can0_MO_Fahrpedalrohwert_01 [Unit_PerCent]
0.0,0.0
0.020524024963378906,0.0
0.04036903381347656,0.0
0.060608863830566406,0.0
0.08024001121520996,0.0
0.10000300407409668,0.0
0.11966896057128906,0.0
0.14024686813354492,0.0
0.16061782836914062,0.0
0.18012309074401855,0.0
0.20011401176452637,0.0
0.21952390670776367,0.0
0.2401139736175537,0.0
0.2601149082183838,0.0
0.2801220417022705,0.0
0.30110883712768555,0.0
0.3206169605255127,0.0
0.340008020401001,0.0
0.36000800132751465,0.0
0.3799898624420166,0.0
0.4006199836730957,0.0
0.42061305046081543,0.0
0.4404871463775635,0.0
0.46012306213378906,0.0
0.4799928665161133,0.0
0.5001139640808105,0.0
0.5195450782775879,0.0
0.5408627986907959,0.0
0.560621976852417,0.0
0.5808558464050293,0.0
0.5999977588653564,0.0
0.6204938888549805,0.0
0.640739917755127,0.0
0.6606178283691406,0.0
0.6807529926300049,0.0
0.7001199722290039,0.0
0.7194840908050537,0.0
0.7404887676239014,0.0
0.7601180076599121,0.0
0.7807579040527344,0.0
0.8006150722503662,0.0
0.8204870223999023,0.0
0.8406140804290771,0.0
0.8601200580596924,0.0
0.8807499408721924,0.0
0.9001140594482422,0.0
0.9204928874969482,0.0
0.941608190536499,0.0
0.9609839916229248,0.0
0.98048996925354,0.0
1.0005319118499756,0.0
1.0206120014190674,0.0
1.0406150817871094,0.0
1.0599899291992188,0.0
1.0803711414337158,0.0
1.100121021270752,0.0
1.1206178665161133,0.0
1.1406288146972656,0.0
1.1602420806884766,0.0
1.1802520751953125,0.0
1.200796127319336,0.0
1.2203660011291504,0.0
1.2406198978424072,0.0
1.2599987983703613,0.0
1.2801239490509033,0.0
1.3011188507080078,0.0
1.3195040225982666,0.0
1.3407440185546875,0.0
1.3602399826049805,0.0
1.3801310062408447,0.0
1.4001209735870361,0.0
1.4201159477233887,0.0
1.4406218528747559,0.0
1.4599878787994385,0.0
1.4811079502105713,0.0
1.5006179809570312,0.0
1.5206120014190674,0.0
1.5406160354614258,0.0
1.5599889755249023,0.0
1.5809869766235352,0.0
1.6001131534576416,0.0
1.6199960708618164,0.0
1.6406090259552002,0.0
1.6606168746948242,0.0
1.6802468299865723,0.0
1.6999759674072266,0.0
1.7206120491027832,0.0
1.7406189441680908,0.0
1.760486125946045,0.0
1.7801179885864258,0.0
1.8006198406219482,0.0
1.8197417259216309,0.0
1.8406100273132324,0.0
1.8611149787902832,0.0
1.8802449703216553,0.0
1.900623083114624,0.0
1.9206230640411377,1.6
1.9406218528747559,2.0
1.9601168632507324,2.0
1.9802510738372803,2.0
2.0001180171966553,2.0
2.020616054534912,2.0
2.0406129360198975,2.0
2.0609960556030273,2.8000000000000003
2.08086895942688,3.6
2.1006100177764893,4.4
2.120634078979492,5.2
2.1408610343933105,6.0
2.1600069999694824,6.800000000000001
2.180367946624756,8.4
2.200498104095459,9.600000000000001
2.2206108570098877,10.0
2.2406129837036133,10.8
2.260615110397339,11.200000000000001
2.28011417388916,11.600000000000001
2.3006179332733154,11.600000000000001
2.320621967315674,11.600000000000001
2.340620994567871,11.600000000000001
2.361027956008911,11.600000000000001
2.380363941192627,11.600000000000001
2.400367021560669,11.600000000000001
2.4216229915618896,11.600000000000001
2.4406161308288574,11.600000000000001
2.460858106613159,11.600000000000001
2.480491876602173,11.600000000000001
2.5006110668182373,12.0
2.5206189155578613,12.4
2.5406250953674316,12.4
2.560115098953247,12.4
2.581608772277832,12.0
2.6008780002593994,10.4
2.620607852935791,6.800000000000001
2.6406161785125732,2.4000000000000004
2.6606240272521973,0.0
2.681236982345581,0.0
2.7006120681762695,0.0
2.7196121215820312,0.0
2.7406198978424072,0.0
2.760119915008545,0.0
2.7813658714294434,0.0
2.799670934677124,0.0
2.820607900619507,0.0
2.8406589031219482,0.0
2.860121011734009,0.0
2.8812808990478516,0.0
2.900784969329834,0.0
2.9196457862854004,0.0
2.9406449794769287,0.0
2.960270881652832,0.0
2.981142997741699,0.0
3.000649929046631,0.0
3.020622968673706,0.0
3.0406129360198975,0.0
3.0606167316436768,0.0
3.0812430381774902,0.0
3.100616931915283,0.0
3.1196069717407227,0.0
3.140613079071045,0.0
3.1601200103759766,0.0
3.1811130046844482,0.0
3.2007389068603516,0.0
3.220608949661255,0.0
3.2406129837036133,0.0
3.260615110397339,0.0
3.2814178466796875,0.0
3.300618886947632,0.0
3.3206160068511963,0.0
3.3406178951263428,0.0
3.3601157665252686,0.0
3.3806018829345703,0.0
3.4006187915802,0.0
3.420616865158081,0.0
3.4406161308288574,0.0
3.4601199626922607,0.0
3.480370044708252,0.0
3.500622034072876,0.0
3.520616054534912,0.0
3.541609764099121,0.0
3.560739040374756,0.0
3.5808749198913574,0.0
3.600243091583252,0.0
3.62062406539917,0.0
3.6406078338623047,0.0
3.660741090774536,0.0
3.680982828140259,0.0
3.700234889984131,0.0
3.7206177711486816,0.0
3.7407448291778564,0.0
3.7603659629821777,0.0
3.7800118923187256,0.0
3.8006210327148438,0.0
3.8206770420074463,0.0
3.840618848800659,0.0
3.8602421283721924,0.0
3.8808629512786865,0.0
3.9006130695343018,0.0
3.9206340312957764,0.0
3.9406230449676514,0.0
3.960115909576416,0.0
3.9800028800964355,0.0
4.000630855560303,0.0
4.020619869232178,0.0
4.040621995925903,0.0
4.060739994049072,0.0
4.080865859985352,0.0
4.100613117218018,0.0
4.120610952377319,0.0
4.140620946884155,0.0
4.160246849060059,0.0
4.181363105773926,0.0
4.200616121292114,0.0
4.220612049102783,0.0
4.240615129470825,0.0
4.2602479457855225,0.0
4.281258821487427,0.0
4.300240993499756,0.0
4.320616006851196,0.0
4.340622901916504,0.0
4.3601179122924805,0.0
4.380738019943237,0.0
4.400613069534302,0.0
4.420242786407471,0.0
4.440784931182861,0.8
4.46010684967041,1.6
4.481112957000732,2.4000000000000004
4.501132011413574,2.8000000000000003
4.520612955093384,4.0
4.540619850158691,4.0
4.560125112533569,4.0
4.581146001815796,4.0
4.600613117218018,4.0
4.6206159591674805,4.4
4.6406168937683105,4.800000000000001
4.660617828369141,6.0
4.680984973907471,6.4
4.700860977172852,6.800000000000001
4.720616102218628,7.2
4.740612983703613,8.0
4.7606260776519775,8.4
4.780869960784912,8.4
4.800619840621948,8.4
4.82061505317688,8.4
4.840631008148193,9.600000000000001
4.861364841461182,9.600000000000001
4.880743980407715,9.600000000000001
4.900822877883911,9.600000000000001
4.920614957809448,9.600000000000001
4.9406139850616455,9.600000000000001
4.961495876312256,9.600000000000001
4.98074197769165,9.600000000000001
5.0007500648498535,9.600000000000001
5.020617961883545,9.600000000000001
5.040605783462524,9.600000000000001
5.061614036560059,9.600000000000001
5.080612897872925,9.200000000000001
5.100635051727295,9.200000000000001
5.120617866516113,9.200000000000001
5.140625,9.200000000000001
5.161236763000488,9.200000000000001
5.180744171142578,8.8
5.200627088546753,8.4
5.220606803894043,8.4
5.2416181564331055,8.4
5.260608911514282,8.4
5.2806220054626465,8.0
5.30061674118042,8.0
5.321620941162109,8.0
5.340616941452026,7.6000000000000005
5.360243082046509,7.6000000000000005
5.380616188049316,7.6000000000000005
5.400861740112305,7.6000000000000005
5.420614957809448,7.2
5.440616846084595,6.800000000000001
5.461004018783569,6.800000000000001
5.48061990737915,6.4
5.501237869262695,6.4
5.520614147186279,6.4
5.541610956192017,6.0
5.559990882873535,5.6000000000000005
5.58061408996582,5.6000000000000005
5.601613998413086,5.6000000000000005
5.620620012283325,5.6000000000000005
5.640989780426025,5.2
5.6608569622039795,4.4
5.680624961853027,3.6
5.701122999191284,3.2
5.720616817474365,2.4000000000000004
5.740859031677246,2.0
5.76085901260376,1.6
5.781350135803223,1.6
5.800748825073242,0.0
5.82060694694519,0.0
5.84061598777771,0.0
5.860246896743774,0.0
5.880743980407715,0.0
5.9004881381988525,0.0
5.92063307762146,0.0
5.9406208992004395,0.0
5.960874795913696,0.0
5.980751037597656,0.0
6.00061297416687,0.0
6.0206098556518555,0.0
6.040493011474609,0.0
6.061608076095581,0.0
6.080618858337402,0.0
6.100367069244385,0.0
6.120613098144531,0.0
6.140696048736572,0.0
6.160989046096802,0.0
6.180492877960205,0.0
6.2009241580963135,0.0
6.221605062484741,0.0
6.2406229972839355,0.0
6.259990930557251,0.0
6.281365871429443,0.0
6.300862789154053,0.0
6.320616006851196,0.0
6.3406219482421875,0.0
6.361128807067871,0.0
6.3813560009002686,0.0
6.40061616897583,0.0
6.420619010925293,0.0
6.440863847732544,0.0
6.460391044616699,0.0
6.481359004974365,0.0
6.501482963562012,0.0
6.520616054534912,0.0
6.540611982345581,0.0
6.561357021331787,0.0
6.580992937088013,0.0
6.600860118865967,0.0
6.6204869747161865,0.0
6.640625,0.0
6.661113977432251,0.0
6.681362152099609,0.0
6.700364828109741,0.0
6.720616817474365,0.0
6.740898847579956,0.0
6.7608559131622314,0.0
6.7806220054626465,0.0
6.800611972808838,0.0
6.820617914199829,0.0
6.840488910675049,0.0
6.860363960266113,0.0
6.881485939025879,0.0
6.900915861129761,0.0
6.920609951019287,0.0
6.940624952316284,0.0
6.960862874984741,0.0
6.981611967086792,0.0
6.9999918937683105,0.0
7.0207359790802,0.0
7.041614055633545,0.0
7.060489892959595,0.0
7.08086895942688,0.0
7.1003639698028564,0.0
7.1204869747161865,0.0
7.141486883163452,0.0
7.160863876342773,0.0
7.180485963821411,0.0
7.200622081756592,0.0
7.220609903335571,0.0
7.241533041000366,0.0
7.260372877120972,0.0
